,winner,id,pick1,taxavitoria1,rank1,pick2,taxavitoria2,rank2,pick3,taxavitoria3,rank3,pick4,taxavitoria4,rank4,pick5,taxavitoria5,rank5,pick6,taxavitoria6,rank6,pick7,taxavitoria7,rank7,pick8,taxavitoria8,rank8,pick9,taxavitoria9,rank9,pick10,taxavitoria10,rank10
875,dire,7102467664,86,48.71,80,43,50.690000000000005,80,105,50.839999999999996,80,92,49.87,80,32,52.82,80,87,49.85,80,109,47.31,80,137,47.8,80,58,43.66,80,96,47.699999999999996,80
876,dire,7102467488,69,46.68,70,21,53.18000000000001,70,35,44.47,70,11,47.0,70,71,51.55,70,87,49.85,70,86,48.71,70,81,48.13,70,19,45.24,70,109,47.31,70
877,radiant,7102461754,86,48.71,70,38,47.910000000000004,70,50,44.800000000000004,70,13,48.3,70,136,49.49,70,5,51.39,70,4,51.480000000000004,70,87,49.85,70,106,49.86,70,47,49.61,70
878,radiant,7102414820,58,43.66,80,49,42.91,80,105,50.839999999999996,80,29,47.06,70,120,50.21,80,53,38.84,80,65,51.339999999999996,80,100,45.32,80,110,47.69,80,46,48.13,80
879,dire,7102403275,14,49.120000000000005,70,43,50.690000000000005,70,23,50.760000000000005,70,11,47.0,70,84,48.35,70,63,48.55,70,87,49.85,70,61,47.449999999999996,70,120,50.21,70,46,48.13,70
880,dire,7102400334,49,42.91,80,9,50.32,80,136,49.49,80,35,44.47,80,17,48.25,80,58,43.66,80,38,47.910000000000004,80,6,47.9,80,79,49.480000000000004,80,19,45.24,80
881,radiant,7102396462,100,45.32,80,52,46.11,80,30,46.77,80,73,51.31,70,23,50.760000000000005,80,75,52.01,80,6,47.9,80,106,49.86,80,86,48.71,80,77,49.87,80
882,dire,7102394244,38,47.910000000000004,70,68,51.28,80,19,45.24,70,9,50.32,70,6,47.9,80,91,49.88,70,17,48.25,80,58,43.66,70,100,45.32,80,114,48.8,70
883,dire,7102380282,110,47.69,80,2,50.44,80,91,49.88,80,1,47.69,80,17,48.25,80,85,53.33,80,89,54.47,80,128,46.33,80,52,46.11,80,21,53.18000000000001,80
884,dire,7102380252,85,53.33,80,86,48.71,80,137,47.8,80,1,47.69,80,128,46.33,70,61,47.449999999999996,80,123,45.35,80,17,48.25,80,9,50.32,80,73,51.31,80
885,radiant,7102370483,5,51.39,70,75,52.01,70,128,46.33,70,14,49.120000000000005,70,15,44.85,70,86,48.71,70,96,47.699999999999996,70,87,49.85,70,54,46.02,70,17,48.25,70
886,dire,7102338447,71,51.55,70,101,51.949999999999996,70,32,52.82,70,105,50.839999999999996,70,11,47.0,70,90,49.96,70,86,48.71,70,49,42.91,70,54,46.02,70,13,48.3,70
887,dire,7102315915,85,53.33,80,6,47.9,70,123,45.35,70,96,47.699999999999996,70,19,45.24,70,86,48.71,70,137,47.8,70,136,49.49,70,91,49.88,70,32,52.82,70
888,radiant,7102295311,85,53.33,80,6,47.9,80,9,50.32,80,71,51.55,80,11,47.0,80,47,49.61,80,58,43.66,80,31,51.04,80,41,49.34,80,22,45.87,80
889,dire,7102288142,65,51.339999999999996,80,53,38.84,80,87,49.85,80,86,48.71,80,54,46.02,80,39,51.05,80,64,50.8,80,51,47.599999999999994,80,137,47.8,80,102,50.33,80
890,radiant,7102286728,53,38.84,80,85,53.33,80,88,50.06,80,74,47.02,80,89,54.47,80,86,48.71,80,69,46.68,80,17,48.25,80,75,52.01,80,77,49.87,80
891,radiant,7102283476,86,48.71,70,64,50.8,70,46,48.13,70,28,46.39,70,39,51.05,70,100,45.32,70,90,49.96,70,111,53.480000000000004,70,76,49.2,70,18,51.739999999999995,70
892,dire,7102282576,38,47.910000000000004,70,72,46.5,70,95,47.54,70,100,45.32,70,17,48.25,70,86,48.71,70,88,50.06,70,71,51.55,70,106,49.86,70,11,47.0,70
893,radiant,7102278093,38,47.910000000000004,80,86,48.71,80,74,47.02,80,75,52.01,80,136,49.49,80,64,50.8,80,114,48.8,70,17,48.25,80,44,44.690000000000005,80,71,51.55,80
894,dire,7102278085,86,48.71,80,33,49.16,80,49,42.91,80,9,50.32,80,76,49.2,80,91,49.88,80,52,46.11,80,71,51.55,70,55,54.98,70,99,44.67,80
895,dire,7102273824,87,49.85,70,38,47.910000000000004,80,106,49.86,80,9,50.32,80,48,45.5,80,86,48.71,70,69,46.68,70,111,53.480000000000004,80,52,46.11,80,60,47.760000000000005,80
896,radiant,7102245315,96,47.699999999999996,70,123,45.35,70,31,51.04,70,1,47.69,70,11,47.0,70,85,53.33,80,54,46.02,70,72,46.5,70,135,50.41,70,32,52.82,70
897,dire,7102236884,90,49.96,70,51,47.599999999999994,70,31,51.04,70,93,52.56999999999999,70,100,45.32,70,75,52.01,70,27,48.96,70,129,42.92,70,41,49.34,70,11,47.0,70
898,dire,7102233834,38,47.910000000000004,70,37,50.080000000000005,70,8,46.56,70,33,49.16,70,25,40.54,70,69,46.68,70,62,53.93,70,31,51.04,70,46,48.13,70,121,48.26,70
899,dire,7102224348,11,47.0,80,100,45.32,80,51,47.599999999999994,80,43,50.690000000000005,80,39,51.05,80,69,46.68,80,85,53.33,80,58,43.66,80,44,44.690000000000005,80,119,49.78,80
900,radiant,7102223107,87,49.85,80,98,48.15,70,114,48.8,80,11,47.0,80,32,52.82,80,61,47.449999999999996,80,123,45.35,80,64,50.8,80,1,47.69,80,120,50.21,80
901,radiant,7102223071,38,47.910000000000004,80,9,50.32,80,87,49.85,80,46,48.13,80,114,48.8,80,58,43.66,80,120,50.21,80,96,47.699999999999996,70,79,49.480000000000004,70,6,47.9,80
902,radiant,7102222768,49,42.91,80,58,43.66,80,105,50.839999999999996,80,65,51.339999999999996,80,34,54.230000000000004,80,86,48.71,80,85,53.33,80,19,45.24,80,11,47.0,80,36,48.72,80
903,radiant,7102221587,65,51.339999999999996,80,53,38.84,80,75,52.01,80,100,45.32,80,80,49.43,80,39,51.05,80,136,49.49,80,87,49.85,80,137,47.8,80,12,50.13999999999999,80
904,radiant,7102200459,49,42.91,80,9,50.32,70,128,46.33,80,33,49.16,80,22,45.87,70,87,49.85,70,43,50.690000000000005,80,109,47.31,80,102,50.33,80,32,52.82,80
905,dire,7102196897,31,51.04,70,6,47.9,70,71,51.55,70,121,48.26,70,19,45.24,70,135,50.41,70,52,46.11,70,90,49.96,70,100,45.32,70,114,48.8,70
906,dire,7102192368,87,49.85,70,30,46.77,70,1,47.69,70,51,47.599999999999994,70,120,50.21,70,86,48.71,70,90,49.96,70,16,47.88,70,106,49.86,70,80,49.43,70
907,dire,7102183302,123,45.35,80,85,53.33,70,71,51.55,70,63,48.55,70,25,40.54,70,86,48.71,80,43,50.690000000000005,70,98,48.15,70,100,45.32,70,120,50.21,70
908,dire,7102171141,47,49.61,80,76,49.2,80,83,50.51,80,71,51.55,80,135,50.41,80,9,50.32,80,100,45.32,80,21,53.18000000000001,80,1,47.69,80,120,50.21,80
909,radiant,7102153255,87,49.85,70,123,45.35,70,4,51.480000000000004,70,8,46.56,70,106,49.86,70,100,45.32,70,53,38.84,70,64,50.8,70,81,48.13,70,19,45.24,70
910,radiant,7102146451,21,53.18000000000001,70,107,49.63,70,36,48.72,70,100,45.32,70,35,44.47,70,86,48.71,70,43,50.690000000000005,70,97,48.86,70,74,47.02,70,92,49.87,70
911,radiant,7102128718,101,51.949999999999996,70,49,42.91,80,64,50.8,70,114,48.8,70,129,42.92,70,87,49.85,70,6,47.9,70,102,50.33,80,100,45.32,70,25,40.54,70
912,radiant,7102128540,98,48.15,70,9,50.32,80,71,51.55,80,32,52.82,80,11,47.0,80,86,48.71,70,1,47.69,80,111,53.480000000000004,80,52,46.11,80,108,50.67,70
913,radiant,7102116033,87,49.85,70,19,45.24,70,123,45.35,70,10,45.519999999999996,70,43,50.690000000000005,70,119,49.78,70,121,48.26,70,96,47.699999999999996,70,42,44.42,70,46,48.13,70
914,radiant,7102115492,87,49.85,80,114,48.8,80,31,51.04,80,98,48.15,80,52,46.11,80,96,47.699999999999996,80,86,48.71,80,85,53.33,70,95,47.54,80,90,49.96,80
915,dire,7102104679,75,52.01,70,63,48.55,70,71,51.55,70,22,45.87,70,114,48.8,70,62,53.93,70,61,47.449999999999996,70,103,56.34,70,10,45.519999999999996,70,23,50.760000000000005,70
916,radiant,7102094591,100,45.32,80,123,45.35,70,96,47.699999999999996,70,46,48.13,70,63,48.55,70,86,48.71,70,120,50.21,70,1,47.69,80,37,50.080000000000005,70,29,47.06,70
917,radiant,7102084578,119,49.78,70,63,48.55,70,100,45.32,70,9,50.32,70,39,51.05,70,101,51.949999999999996,70,96,47.699999999999996,70,111,53.480000000000004,70,95,47.54,70,106,49.86,70
918,radiant,7102074883,87,49.85,80,10,45.519999999999996,80,51,47.599999999999994,80,137,47.8,80,36,48.72,80,85,53.33,80,114,48.8,80,29,47.06,70,123,45.35,80,49,42.91,80
919,dire,7102065461,100,45.32,70,63,48.55,70,69,46.68,70,110,47.69,70,67,47.81,70,83,50.51,70,114,48.8,70,71,51.55,70,6,47.9,70,128,46.33,70
920,radiant,7102054320,9,50.32,70,20,44.629999999999995,70,51,47.599999999999994,70,128,46.33,70,84,48.35,70,100,45.32,70,103,56.34,70,30,46.77,70,42,44.42,70,22,45.87,70
921,dire,7102038614,104,54.35,80,101,51.949999999999996,80,64,50.8,80,109,47.31,80,47,49.61,70,85,53.33,80,114,48.8,80,9,50.32,80,71,51.55,80,22,45.87,80
922,radiant,7102027790,5,51.39,70,106,49.86,70,18,51.739999999999995,70,55,54.98,70,65,51.339999999999996,70,86,48.71,70,87,49.85,70,49,42.91,70,70,46.54,70,11,47.0,70
923,dire,7102022156,87,49.85,70,128,46.33,70,69,46.68,70,10,45.519999999999996,70,45,51.870000000000005,70,100,45.32,70,84,48.35,70,72,46.5,70,76,49.2,70,46,48.13,70
924,dire,7102009370,85,53.33,70,11,47.0,70,69,46.68,70,64,50.8,80,77,49.87,70,100,45.32,80,128,46.33,80,87,49.85,70,6,47.9,80,129,42.92,80
925,dire,7102004765,49,42.91,80,6,47.9,80,84,48.35,80,128,46.33,80,129,42.92,70,69,46.68,80,9,50.32,80,64,50.8,80,77,49.87,80,32,52.82,80
926,dire,7101996187,64,50.8,70,69,46.68,70,14,49.120000000000005,70,49,42.91,70,52,46.11,70,5,51.39,70,32,52.82,70,119,49.78,70,63,48.55,70,7,49.96,70
927,radiant,7101992529,87,49.85,70,9,50.32,70,54,46.02,70,97,48.86,70,74,47.02,70,21,53.18000000000001,70,7,49.96,70,31,51.04,70,41,49.34,70,22,45.87,70
928,dire,7101213460,86,48.71,80,114,48.8,70,5,51.39,70,32,52.82,70,22,45.87,70,87,49.85,70,43,50.690000000000005,70,6,47.9,80,85,53.33,70,65,51.339999999999996,73
929,radiant,7101170911,33,49.16,80,51,47.599999999999994,70,64,50.8,80,89,54.47,80,120,50.21,70,85,53.33,80,6,47.9,80,9,50.32,80,69,46.68,80,13,48.3,80
930,dire,7101159124,100,45.32,80,52,46.11,80,75,52.01,80,106,49.86,80,102,50.33,70,128,46.33,80,38,47.910000000000004,80,89,54.47,80,9,50.32,70,114,48.8,80
931,dire,7101146267,43,50.690000000000005,70,87,49.85,80,58,43.66,70,10,45.519999999999996,70,106,49.86,80,85,53.33,80,6,47.9,80,30,46.77,80,7,49.96,80,74,47.02,80
932,radiant,7101136299,69,46.68,80,6,47.9,80,87,49.85,80,79,49.480000000000004,80,13,48.3,80,51,47.599999999999994,80,43,50.690000000000005,80,110,47.69,80,67,47.81,80,49,42.91,80
933,dire,7101131954,38,47.910000000000004,80,105,50.839999999999996,80,74,47.02,80,114,48.8,80,18,51.739999999999995,80,91,49.88,70,17,48.25,80,1,47.69,70,58,43.66,80,129,42.92,70
934,dire,7101112256,47,49.61,80,106,49.86,80,9,50.32,80,51,47.599999999999994,80,97,48.86,80,85,53.33,80,21,53.18000000000001,80,58,43.66,80,43,50.690000000000005,80,1,47.69,80
935,dire,7101096249,5,51.39,70,102,50.33,70,128,46.33,70,23,50.760000000000005,70,50,44.800000000000004,70,71,51.55,70,105,50.839999999999996,61,121,48.26,80,14,49.120000000000005,70,11,47.0,70
936,radiant,7101078951,33,49.16,70,83,50.51,80,86,48.71,80,102,50.33,80,120,50.21,80,53,38.84,80,51,47.599999999999994,80,49,42.91,80,75,52.01,80,52,46.11,80
937,dire,7096684364,87,49.85,70,85,53.33,70,110,47.69,80,41,49.34,70,123,45.35,80,101,51.949999999999996,70,96,47.699999999999996,70,86,48.71,80,73,51.31,80,19,45.24,70
938,dire,7096675042,49,42.91,70,110,47.69,70,84,48.35,70,70,46.54,70,120,50.21,70,86,48.71,70,97,48.86,70,64,50.8,70,6,47.9,70,106,49.86,70
939,radiant,7096657887,49,42.91,80,86,48.71,80,85,53.33,80,10,45.519999999999996,80,98,48.15,80,87,49.85,80,120,50.21,70,33,49.16,80,51,47.599999999999994,80,102,50.33,70
940,radiant,7096652585,69,46.68,80,86,48.71,80,64,50.8,80,4,51.480000000000004,80,59,50.24999999999999,80,58,43.66,80,43,50.690000000000005,80,93,52.56999999999999,80,45,51.870000000000005,80,106,49.86,80
941,radiant,7096622209,96,47.699999999999996,70,93,52.56999999999999,80,9,50.32,80,58,43.66,70,11,47.0,70,85,53.33,80,19,45.24,70,104,54.35,80,101,51.949999999999996,70,4,51.480000000000004,70
942,dire,7096590886,85,53.33,70,128,46.33,70,11,47.0,70,6,47.9,70,97,48.86,70,119,49.78,70,87,49.85,70,43,50.690000000000005,70,17,48.25,70,35,44.47,70
943,dire,7096544962,58,43.66,80,1,47.69,80,17,48.25,80,128,46.33,80,33,49.16,80,61,47.449999999999996,80,105,50.839999999999996,80,28,46.39,80,64,50.8,80,93,52.56999999999999,80
944,radiant,7096537903,128,46.33,80,19,45.24,80,43,50.690000000000005,80,35,44.47,80,51,47.599999999999994,80,85,53.33,70,106,49.86,80,6,47.9,70,9,50.32,80,137,47.8,80
945,radiant,7096535640,91,49.88,80,30,46.77,70,43,50.690000000000005,70,114,48.8,70,104,54.35,80,101,51.949999999999996,70,96,47.699999999999996,80,87,49.85,70,1,47.69,80,76,49.2,70
946,radiant,7096463953,69,46.68,80,5,51.39,80,91,49.88,80,52,46.11,80,4,51.480000000000004,80,64,50.8,80,13,48.3,80,93,52.56999999999999,80,2,50.44,80,9,50.32,80
947,dire,7096418437,86,48.71,70,93,52.56999999999999,70,31,51.04,70,25,40.54,80,61,47.449999999999996,73,92,49.87,70,75,52.01,70,128,46.33,70,120,50.21,80,104,54.35,70
948,dire,7096398453,128,46.33,80,7,49.96,80,64,50.8,80,19,45.24,80,109,47.31,70,61,47.449999999999996,80,45,51.870000000000005,80,9,50.32,80,106,49.86,80,102,50.33,80
949,radiant,7096371015,47,49.61,80,106,49.86,80,84,48.35,80,79,49.480000000000004,80,93,52.56999999999999,80,64,50.8,80,136,49.49,80,119,49.78,80,17,48.25,80,77,49.87,80
950,dire,7096335343,85,53.33,80,19,45.24,80,96,47.699999999999996,80,9,50.32,70,6,47.9,80,61,47.449999999999996,80,123,45.35,80,93,52.56999999999999,80,31,51.04,80,106,49.86,80
951,radiant,7096315021,85,53.33,70,75,52.01,70,31,51.04,70,81,48.13,80,97,48.86,70,86,48.71,70,53,38.84,73,87,49.85,70,93,52.56999999999999,70,74,47.02,80
952,dire,7096257557,106,49.86,80,70,46.54,80,104,54.35,80,101,51.949999999999996,80,87,49.85,80,49,42.91,80,69,46.68,80,5,51.39,80,114,48.8,80,79,49.480000000000004,80
953,radiant,7096243216,86,48.71,80,96,47.699999999999996,80,85,53.33,80,120,50.21,80,35,44.47,80,87,49.85,80,43,50.690000000000005,80,53,38.84,80,51,47.599999999999994,70,33,49.16,80
954,radiant,7096216994,53,38.84,80,103,56.34,80,100,45.32,80,106,49.86,80,114,48.8,80,87,49.85,80,17,48.25,80,64,50.8,80,69,46.68,80,102,50.33,70
955,radiant,7096191694,43,50.690000000000005,70,100,45.32,70,30,46.77,70,13,48.3,70,136,49.49,70,87,49.85,70,109,47.31,80,123,45.35,70,77,49.87,70,126,48.22,70
956,radiant,7096184232,86,48.71,70,135,50.41,70,11,47.0,80,83,50.51,70,74,47.02,73,92,49.87,70,69,46.68,70,128,46.33,70,18,51.739999999999995,80,50,44.800000000000004,70
957,dire,7096163516,137,47.8,80,53,38.84,80,110,47.69,80,72,46.5,80,17,48.25,70,87,49.85,80,100,45.32,80,114,48.8,80,33,49.16,80,39,51.05,80
958,radiant,7096161547,2,50.44,80,64,50.8,80,70,46.54,80,43,50.690000000000005,80,119,49.78,80,69,46.68,80,106,49.86,80,85,53.33,80,10,45.519999999999996,80,123,45.35,80
959,dire,7096093170,86,48.71,70,128,46.33,70,96,47.699999999999996,70,73,51.31,80,75,52.01,70,87,49.85,70,120,50.21,70,114,48.8,70,123,45.35,70,106,49.86,70
960,dire,7096088700,64,50.8,80,61,47.449999999999996,80,49,42.91,80,9,50.32,80,67,47.81,80,69,46.68,80,86,48.71,80,5,51.39,80,11,47.0,80,14,49.120000000000005,80
961,radiant,7096082868,58,43.66,80,38,47.910000000000004,80,10,45.519999999999996,80,87,49.85,80,120,50.21,80,51,47.599999999999994,80,43,50.690000000000005,80,72,46.5,80,1,47.69,80,90,49.96,70
962,dire,7096055748,87,49.85,70,19,45.24,70,97,48.86,70,44,44.690000000000005,70,43,50.690000000000005,70,17,48.25,70,5,51.39,70,90,49.96,70,11,47.0,70,71,51.55,70
963,radiant,7096048302,100,45.32,70,17,48.25,70,72,46.5,70,10,45.519999999999996,70,39,51.05,70,86,48.71,70,22,45.87,70,136,49.49,70,97,48.86,70,70,46.54,70
964,radiant,7096036248,87,49.85,80,49,42.91,80,9,50.32,80,93,52.56999999999999,80,120,50.21,80,86,48.71,80,38,47.910000000000004,80,64,50.8,80,43,50.690000000000005,80,70,46.54,80
965,dire,7096031997,102,50.33,70,86,48.71,70,123,45.35,70,32,52.82,70,44,44.690000000000005,70,87,49.85,70,1,47.69,70,19,45.24,70,128,46.33,80,55,54.98,70
966,radiant,7096015789,53,38.84,80,100,45.32,80,106,49.86,80,87,49.85,80,46,48.13,80,85,53.33,80,137,47.8,80,10,45.519999999999996,80,119,49.78,80,76,49.2,80
967,dire,7096009077,86,48.71,70,102,50.33,70,71,51.55,70,63,48.55,70,74,47.02,70,29,47.06,70,53,38.84,70,69,46.68,70,11,47.0,70,96,47.699999999999996,70
968,dire,7096003315,39,51.05,70,46,48.13,70,14,49.120000000000005,70,90,49.96,70,45,51.870000000000005,70,19,45.24,70,101,51.949999999999996,70,129,42.92,70,72,46.5,70,11,47.0,70
969,dire,7096001689,76,49.2,80,83,50.51,80,86,48.71,80,93,52.56999999999999,80,16,47.88,80,135,50.41,80,75,52.01,80,64,50.8,80,4,51.480000000000004,80,74,47.02,70
970,dire,7095972196,101,51.949999999999996,70,107,49.63,70,14,49.120000000000005,70,41,49.34,70,106,49.86,70,39,51.05,70,119,49.78,70,73,51.31,70,6,47.9,70,93,52.56999999999999,70
971,dire,7095963800,53,38.84,80,43,50.690000000000005,80,107,49.63,80,128,46.33,80,106,49.86,80,86,48.71,80,49,42.91,80,64,50.8,80,22,45.87,80,4,51.480000000000004,80
972,dire,7095961091,69,46.68,70,96,47.699999999999996,70,53,38.84,70,51,47.599999999999994,70,35,44.47,70,97,48.86,70,21,53.18000000000001,70,5,51.39,70,73,51.31,70,74,47.02,70
973,dire,7095957771,86,48.71,80,74,47.02,70,97,48.86,70,83,50.51,70,44,44.690000000000005,70,50,44.800000000000004,80,114,48.8,70,32,52.82,70,123,45.35,70,96,47.699999999999996,70
974,radiant,7095950774,11,47.0,80,85,53.33,80,123,45.35,80,1,47.69,80,43,50.690000000000005,80,69,46.68,80,75,52.01,80,128,46.33,80,84,48.35,80,104,54.35,70
975,dire,7095943730,106,49.86,80,58,43.66,80,87,49.85,80,43,50.690000000000005,80,90,49.96,80,86,48.71,80,49,42.91,80,114,48.8,80,64,50.8,80,40,51.92,80
976,dire,7095927587,87,49.85,70,21,53.18000000000001,70,96,47.699999999999996,70,95,47.54,70,49,42.91,70,32,52.82,70,86,48.71,70,26,45.36,70,93,52.56999999999999,70,3,51.080000000000005,70
977,dire,7095916108,18,51.739999999999995,70,86,48.71,70,96,47.699999999999996,70,1,47.69,70,105,50.839999999999996,70,63,48.55,70,71,51.55,70,87,49.85,70,120,50.21,70,11,47.0,70
978,radiant,7095910693,86,48.71,80,114,48.8,70,1,47.69,70,50,44.800000000000004,70,21,53.18000000000001,70,19,45.24,70,87,49.85,70,43,50.690000000000005,80,59,50.24999999999999,70,32,52.82,70
979,dire,7095891842,85,53.33,80,10,45.519999999999996,80,11,47.0,80,71,51.55,80,55,54.98,80,135,50.41,80,75,52.01,80,69,46.68,80,51,47.599999999999994,80,70,46.54,70
980,radiant,7095886536,37,50.080000000000005,70,51,47.599999999999994,70,67,47.81,70,22,45.87,70,40,51.92,70,21,53.18000000000001,70,7,49.96,70,64,50.8,70,1,47.69,70,17,48.25,70
981,radiant,7095874315,43,50.690000000000005,80,7,49.96,80,9,50.32,80,106,49.86,70,113,52.459999999999994,70,6,47.9,80,85,53.33,80,86,48.71,80,87,49.85,70,55,54.98,80
982,radiant,7095871594,63,48.55,70,71,51.55,70,85,53.33,70,86,48.71,70,62,53.93,70,97,48.86,70,9,50.32,70,104,54.35,70,11,47.0,70,105,50.839999999999996,70
983,dire,7095845015,135,50.41,70,27,48.96,70,100,45.32,70,89,54.47,70,76,49.2,70,75,52.01,70,112,53.400000000000006,70,53,38.84,70,41,49.34,70,36,48.72,70
984,radiant,7095841184,85,53.33,80,49,42.91,80,128,46.33,80,11,47.0,80,70,46.54,70,69,46.68,80,64,50.8,80,98,48.15,80,88,50.06,80,54,46.02,80
985,radiant,7095834494,87,49.85,70,32,52.82,70,123,45.35,70,135,50.41,70,25,40.54,70,86,48.71,80,114,48.8,70,85,53.33,70,6,47.9,70,71,51.55,70
986,dire,7095833996,19,45.24,70,75,52.01,70,71,51.55,70,44,44.690000000000005,70,35,44.47,70,5,51.39,70,96,47.699999999999996,70,110,47.69,70,46,48.13,70,52,46.11,70
987,dire,7095823362,85,53.33,80,89,54.47,80,9,50.32,80,69,46.68,70,19,45.24,70,51,47.599999999999994,80,53,38.84,80,87,49.85,80,55,54.98,70,86,48.71,80
988,radiant,7095813291,86,48.71,70,21,53.18000000000001,70,8,46.56,70,62,53.93,70,23,50.760000000000005,70,100,45.32,70,101,51.949999999999996,70,129,42.92,70,89,54.47,70,35,44.47,70
989,radiant,7095798537,5,51.39,70,71,51.55,70,43,50.690000000000005,70,109,47.31,70,13,48.3,70,84,48.35,70,86,48.71,70,77,49.87,70,114,48.8,70,66,50.660000000000004,70
990,dire,7095787652,86,48.71,80,102,50.33,70,123,45.35,70,21,53.18000000000001,70,63,48.55,70,87,49.85,70,114,48.8,70,17,48.25,70,101,51.949999999999996,70,6,47.9,70
991,radiant,7095781904,76,49.2,80,6,47.9,80,86,48.71,80,83,50.51,80,104,54.35,70,18,51.739999999999995,80,128,46.33,80,87,49.85,80,47,49.61,80,67,47.81,80
992,dire,7095779155,87,49.85,70,7,49.96,70,42,44.42,70,9,50.32,70,22,45.87,70,121,48.26,70,31,51.04,70,129,42.92,70,93,52.56999999999999,70,45,51.870000000000005,70
993,radiant,7095771180,86,48.71,80,135,50.41,80,120,50.21,80,128,46.33,70,42,44.42,70,5,51.39,80,61,47.449999999999996,80,100,45.32,80,9,50.32,70,41,49.34,80
994,radiant,7095762637,84,48.35,70,43,50.690000000000005,70,51,47.599999999999994,70,10,45.519999999999996,70,30,46.77,70,5,51.39,70,69,46.68,70,9,50.32,70,6,47.9,70,106,49.86,70
995,radiant,7095755092,52,46.11,70,101,51.949999999999996,70,63,48.55,70,64,50.8,70,100,45.32,70,9,50.32,70,31,51.04,70,81,48.13,70,49,42.91,70,121,48.26,70
996,dire,7094676489,43,50.690000000000005,70,19,45.24,70,85,53.33,70,126,48.22,80,93,52.56999999999999,70,87,49.85,70,6,47.9,70,62,53.93,70,74,47.02,70,47,49.61,70
997,dire,7094671314,32,52.82,80,71,51.55,80,104,54.35,80,64,50.8,80,41,49.34,70,62,53.93,80,9,50.32,80,87,49.85,80,95,47.54,80,47,49.61,80
998,radiant,7094664083,51,47.599999999999994,70,75,52.01,70,86,48.71,70,32,52.82,70,14,49.120000000000005,70,5,51.39,70,38,47.910000000000004,70,58,43.66,70,13,48.3,70,89,54.47,73
999,dire,7094635697,43,50.690000000000005,80,51,47.599999999999994,80,5,51.39,80,35,44.47,80,13,48.3,80,87,49.85,80,6,47.9,80,96,47.699999999999996,80,86,48.71,80,22,45.87,80
1000,radiant,7094633633,137,47.8,80,86,48.71,80,1,47.69,80,98,48.15,70,33,49.16,80,61,47.449999999999996,70,85,53.33,80,23,50.760000000000005,80,128,46.33,80,41,49.34,80
1001,dire,7094623451,43,50.690000000000005,70,100,45.32,70,87,49.85,70,59,50.24999999999999,70,53,38.84,70,86,48.71,70,51,47.599999999999994,70,4,51.480000000000004,70,126,48.22,80,47,49.61,70
1002,dire,7094618119,123,45.35,70,87,49.85,70,86,48.71,70,71,51.55,70,67,47.81,70,100,45.32,70,63,48.55,70,28,46.39,70,120,50.21,70,10,45.519999999999996,70
1003,radiant,7094589188,86,48.71,70,20,44.629999999999995,70,38,47.910000000000004,70,27,48.96,70,111,53.480000000000004,70,100,45.32,70,101,51.949999999999996,70,129,42.92,70,89,54.47,70,35,44.47,70
1004,dire,7094579094,64,50.8,80,70,46.54,80,49,42.91,80,9,50.32,80,39,51.05,80,2,50.44,80,123,45.35,80,31,51.04,80,67,47.81,80,100,45.32,80
1005,radiant,7094575897,6,47.9,80,51,47.599999999999994,80,87,49.85,80,40,51.92,80,22,45.87,80,43,50.690000000000005,80,70,46.54,80,5,51.39,80,123,45.35,80,98,48.15,80
